[19:28:30,527] [INFO] ServerMain.main --> 服务器启动成功!
[14:48:44,552] [INFO] CmdHandlerFactory.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserMoveToCmd <==> 4
[14:48:44,558] [INFO] CmdHandlerFactory.init --> org.tinygame.herostory.msg.GameMsgProtocol$WhoElseIsHereResult <==> 3
[14:48:44,561] [INFO] CmdHandlerFactory.init --> org.tinygame.herostory.msg.GameMsgProtocol$WhoElseIsHereCmd <==> 2
[14:48:44,564] [INFO] CmdHandlerFactory.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserEntryResult <==> 1
[14:48:44,572] [INFO] CmdHandlerFactory.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserEntryCmd <==> 0
[14:48:44,579] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserDieResult <==> 12
[14:48:44,581] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserSubtractHpResult <==> 11
[14:48:44,582] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserAttkResult <==> 10
[14:48:44,585] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserAttkCmd <==> 9
[14:48:44,585] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserStopResult <==> 8
[14:48:44,586] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserStopCmd <==> 7
[14:48:44,586] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserQuitResult <==> 6
[14:48:44,587] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserMoveToResult <==> 5
[14:48:44,587] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserMoveToCmd <==> 4
[14:48:44,588] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$WhoElseIsHereResult <==> 3
[14:48:44,588] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$WhoElseIsHereCmd <==> 2
[14:48:44,589] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserEntryResult <==> 1
[14:48:44,589] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserEntryCmd <==> 0
[14:55:52,295] [ERROR] CmdHandlerFactory.init --> Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
java.lang.IllegalArgumentException: Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:167)
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:171)
	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(UnsafeFieldAccessorImpl.java:58)
	at sun.reflect.UnsafeQualifiedObjectFieldAccessorImpl.get(UnsafeQualifiedObjectFieldAccessorImpl.java:38)
	at java.lang.reflect.Field.get(Field.java:393)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:65)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:55:58,747] [ERROR] CmdHandlerFactory.init --> Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
java.lang.IllegalArgumentException: Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:167)
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:171)
	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(UnsafeFieldAccessorImpl.java:58)
	at sun.reflect.UnsafeQualifiedObjectFieldAccessorImpl.get(UnsafeQualifiedObjectFieldAccessorImpl.java:38)
	at java.lang.reflect.Field.get(Field.java:393)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:65)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:55:59,721] [ERROR] CmdHandlerFactory.init --> Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
java.lang.IllegalArgumentException: Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:167)
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:171)
	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(UnsafeFieldAccessorImpl.java:58)
	at sun.reflect.UnsafeQualifiedObjectFieldAccessorImpl.get(UnsafeQualifiedObjectFieldAccessorImpl.java:38)
	at java.lang.reflect.Field.get(Field.java:393)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:65)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:56:00,289] [ERROR] CmdHandlerFactory.init --> Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
java.lang.IllegalArgumentException: Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:167)
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:171)
	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(UnsafeFieldAccessorImpl.java:58)
	at sun.reflect.UnsafeQualifiedObjectFieldAccessorImpl.get(UnsafeQualifiedObjectFieldAccessorImpl.java:38)
	at java.lang.reflect.Field.get(Field.java:393)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:65)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:56:01,058] [ERROR] CmdHandlerFactory.init --> Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
java.lang.IllegalArgumentException: Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:167)
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:171)
	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(UnsafeFieldAccessorImpl.java:58)
	at sun.reflect.UnsafeQualifiedObjectFieldAccessorImpl.get(UnsafeQualifiedObjectFieldAccessorImpl.java:38)
	at java.lang.reflect.Field.get(Field.java:393)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:65)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:56:01,499] [ERROR] CmdHandlerFactory.init --> Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
java.lang.IllegalArgumentException: Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:167)
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:171)
	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(UnsafeFieldAccessorImpl.java:58)
	at sun.reflect.UnsafeQualifiedObjectFieldAccessorImpl.get(UnsafeQualifiedObjectFieldAccessorImpl.java:38)
	at java.lang.reflect.Field.get(Field.java:393)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:65)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:56:02,049] [ERROR] CmdHandlerFactory.init --> Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
java.lang.IllegalArgumentException: Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:167)
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:171)
	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(UnsafeFieldAccessorImpl.java:58)
	at sun.reflect.UnsafeQualifiedObjectFieldAccessorImpl.get(UnsafeQualifiedObjectFieldAccessorImpl.java:38)
	at java.lang.reflect.Field.get(Field.java:393)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:65)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:56:03,086] [ERROR] CmdHandlerFactory.init --> Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
java.lang.IllegalArgumentException: Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:167)
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:171)
	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(UnsafeFieldAccessorImpl.java:58)
	at sun.reflect.UnsafeQualifiedObjectFieldAccessorImpl.get(UnsafeQualifiedObjectFieldAccessorImpl.java:38)
	at java.lang.reflect.Field.get(Field.java:393)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:65)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:56:04,045] [ERROR] CmdHandlerFactory.init --> Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
java.lang.IllegalArgumentException: Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:167)
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:171)
	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(UnsafeFieldAccessorImpl.java:58)
	at sun.reflect.UnsafeQualifiedObjectFieldAccessorImpl.get(UnsafeQualifiedObjectFieldAccessorImpl.java:38)
	at java.lang.reflect.Field.get(Field.java:393)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:65)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:56:14,353] [ERROR] CmdHandlerFactory.init --> Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
java.lang.IllegalArgumentException: Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:167)
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:171)
	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(UnsafeFieldAccessorImpl.java:58)
	at sun.reflect.UnsafeQualifiedObjectFieldAccessorImpl.get(UnsafeQualifiedObjectFieldAccessorImpl.java:38)
	at java.lang.reflect.Field.get(Field.java:393)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:65)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:56:58,760] [ERROR] CmdHandlerFactory.init --> Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
java.lang.IllegalArgumentException: Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:167)
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:171)
	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(UnsafeFieldAccessorImpl.java:58)
	at sun.reflect.UnsafeQualifiedObjectFieldAccessorImpl.get(UnsafeQualifiedObjectFieldAccessorImpl.java:38)
	at java.lang.reflect.Field.get(Field.java:393)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:65)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:56:58,764] [ERROR] CmdHandlerFactory.init --> Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
java.lang.IllegalArgumentException: Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:167)
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:171)
	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(UnsafeFieldAccessorImpl.java:58)
	at sun.reflect.UnsafeQualifiedObjectFieldAccessorImpl.get(UnsafeQualifiedObjectFieldAccessorImpl.java:38)
	at java.lang.reflect.Field.get(Field.java:393)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:65)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:56:58,770] [ERROR] CmdHandlerFactory.init --> Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
java.lang.IllegalArgumentException: Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:167)
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:171)
	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(UnsafeFieldAccessorImpl.java:58)
	at sun.reflect.UnsafeQualifiedObjectFieldAccessorImpl.get(UnsafeQualifiedObjectFieldAccessorImpl.java:38)
	at java.lang.reflect.Field.get(Field.java:393)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:65)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:56:58,779] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserDieResult <==> 12
[14:56:58,780] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserSubtractHpResult <==> 11
[14:56:58,780] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserAttkResult <==> 10
[14:56:58,786] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserAttkCmd <==> 9
[14:56:58,786] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserStopResult <==> 8
[14:56:58,787] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserStopCmd <==> 7
[14:56:58,787] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserQuitResult <==> 6
[14:56:58,788] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserMoveToResult <==> 5
[14:56:58,788] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserMoveToCmd <==> 4
[14:56:58,790] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$WhoElseIsHereResult <==> 3
[14:56:58,791] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$WhoElseIsHereCmd <==> 2
[14:56:58,792] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserEntryResult <==> 1
[14:56:58,792] [INFO] GameMsgRecognizer.init --> org.tinygame.herostory.msg.GameMsgProtocol$UserEntryCmd <==> 0
[14:57:54,765] [ERROR] CmdHandlerFactory.init --> Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
java.lang.IllegalArgumentException: Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:167)
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:171)
	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(UnsafeFieldAccessorImpl.java:58)
	at sun.reflect.UnsafeQualifiedObjectFieldAccessorImpl.get(UnsafeQualifiedObjectFieldAccessorImpl.java:38)
	at java.lang.reflect.Field.get(Field.java:393)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:65)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:57:54,778] [ERROR] CmdHandlerFactory.init --> Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
java.lang.IllegalArgumentException: Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:167)
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:171)
	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(UnsafeFieldAccessorImpl.java:58)
	at sun.reflect.UnsafeQualifiedObjectFieldAccessorImpl.get(UnsafeQualifiedObjectFieldAccessorImpl.java:38)
	at java.lang.reflect.Field.get(Field.java:393)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:65)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:57:54,782] [ERROR] CmdHandlerFactory.init --> Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
java.lang.IllegalArgumentException: Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:167)
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:171)
	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(UnsafeFieldAccessorImpl.java:58)
	at sun.reflect.UnsafeQualifiedObjectFieldAccessorImpl.get(UnsafeQualifiedObjectFieldAccessorImpl.java:38)
	at java.lang.reflect.Field.get(Field.java:393)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:65)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:57:54,788] [ERROR] CmdHandlerFactory.init --> Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
java.lang.IllegalArgumentException: Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:167)
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:171)
	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(UnsafeFieldAccessorImpl.java:58)
	at sun.reflect.UnsafeQualifiedObjectFieldAccessorImpl.get(UnsafeQualifiedObjectFieldAccessorImpl.java:38)
	at java.lang.reflect.Field.get(Field.java:393)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:65)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:57:54,791] [ERROR] CmdHandlerFactory.init --> Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
java.lang.IllegalArgumentException: Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:167)
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:171)
	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(UnsafeFieldAccessorImpl.java:58)
	at sun.reflect.UnsafeQualifiedObjectFieldAccessorImpl.get(UnsafeQualifiedObjectFieldAccessorImpl.java:38)
	at java.lang.reflect.Field.get(Field.java:393)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:65)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:57:54,795] [ERROR] CmdHandlerFactory.init --> Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
java.lang.IllegalArgumentException: Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:167)
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:171)
	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(UnsafeFieldAccessorImpl.java:58)
	at sun.reflect.UnsafeQualifiedObjectFieldAccessorImpl.get(UnsafeQualifiedObjectFieldAccessorImpl.java:38)
	at java.lang.reflect.Field.get(Field.java:393)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:65)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:57:54,802] [ERROR] CmdHandlerFactory.init --> Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
java.lang.IllegalArgumentException: Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:167)
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:171)
	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(UnsafeFieldAccessorImpl.java:58)
	at sun.reflect.UnsafeQualifiedObjectFieldAccessorImpl.get(UnsafeQualifiedObjectFieldAccessorImpl.java:38)
	at java.lang.reflect.Field.get(Field.java:393)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:65)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:57:54,806] [ERROR] CmdHandlerFactory.init --> Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
java.lang.IllegalArgumentException: Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:167)
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:171)
	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(UnsafeFieldAccessorImpl.java:58)
	at sun.reflect.UnsafeQualifiedObjectFieldAccessorImpl.get(UnsafeQualifiedObjectFieldAccessorImpl.java:38)
	at java.lang.reflect.Field.get(Field.java:393)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:65)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:57:54,810] [ERROR] CmdHandlerFactory.init --> Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
java.lang.IllegalArgumentException: Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:167)
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:171)
	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(UnsafeFieldAccessorImpl.java:58)
	at sun.reflect.UnsafeQualifiedObjectFieldAccessorImpl.get(UnsafeQualifiedObjectFieldAccessorImpl.java:38)
	at java.lang.reflect.Field.get(Field.java:393)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:65)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:57:54,818] [ERROR] CmdHandlerFactory.init --> Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
java.lang.IllegalArgumentException: Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:167)
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:171)
	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(UnsafeFieldAccessorImpl.java:58)
	at sun.reflect.UnsafeQualifiedObjectFieldAccessorImpl.get(UnsafeQualifiedObjectFieldAccessorImpl.java:38)
	at java.lang.reflect.Field.get(Field.java:393)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:65)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:57:54,820] [ERROR] CmdHandlerFactory.init --> Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
java.lang.IllegalArgumentException: Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:167)
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:171)
	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(UnsafeFieldAccessorImpl.java:58)
	at sun.reflect.UnsafeQualifiedObjectFieldAccessorImpl.get(UnsafeQualifiedObjectFieldAccessorImpl.java:38)
	at java.lang.reflect.Field.get(Field.java:393)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:65)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:57:54,822] [ERROR] CmdHandlerFactory.init --> Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
java.lang.IllegalArgumentException: Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:167)
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:171)
	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(UnsafeFieldAccessorImpl.java:58)
	at sun.reflect.UnsafeQualifiedObjectFieldAccessorImpl.get(UnsafeQualifiedObjectFieldAccessorImpl.java:38)
	at java.lang.reflect.Field.get(Field.java:393)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:65)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
[14:57:54,826] [ERROR] CmdHandlerFactory.init --> Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
java.lang.IllegalArgumentException: Can not set final java.util.Vector field java.lang.ClassLoader.classes to java.lang.Class
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:167)
	at sun.reflect.UnsafeFieldAccessorImpl.throwSetIllegalArgumentException(UnsafeFieldAccessorImpl.java:171)
	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(UnsafeFieldAccessorImpl.java:58)
	at sun.reflect.UnsafeQualifiedObjectFieldAccessorImpl.get(UnsafeQualifiedObjectFieldAccessorImpl.java:38)
	at java.lang.reflect.Field.get(Field.java:393)
	at org.tinygame.herostory.cmdHandler.CmdHandlerFactory.init(CmdHandlerFactory.java:65)
	at org.tinygame.herostory.ServerMain.main(ServerMain.java:32)
